feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,state
-0.012266,-0.012022,-0.011833,0.0,-0.011841,0.000413,23.051632,659.586548,0.000991,0.000941,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.194459,0.194979,0.0,0.008313,0.008423,0.00874,0.008418,0.000303,-20.947165,579.920654,0.000628,0.000673,-0.0,2.12949,0.976562,1.953125,2.929688,4.882812,0.138036,0.138396,stop
-0.012422,-0.012298,-0.01228,0.0,-0.012275,0.000386,31.450195,997.696106,0.000935,0.00099,-0.0,2.12949,0.976562,1.953125,12.695313,2.929688,0.201041,0.201169,0.0,0.008042,0.008074,0.008133,0.008053,0.000256,-30.479109,956.47937,0.000649,0.000636,-0.0,2.12949,0.976562,12.695313,1.953125,11.71875,0.132705,0.13272,stop
-0.01248,-0.012426,-0.012407,0.0,-0.012389,0.000389,31.503122,999.854553,0.000967,0.001004,-0.0,2.12949,0.976562,1.953125,12.695313,5.859375,0.20153,0.201801,0.0,0.00803,0.008089,0.008242,0.008087,0.000267,-27.249357,824.139771,0.000649,0.000661,-0.0,2.12949,0.976562,1.953125,13.671875,12.695313,0.133853,0.13405,stop
-0.012481,-0.012371,-0.012338,0.0,-0.012331,0.000388,31.266716,989.927246,0.000967,0.001002,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.202919,0.203171,0.0,0.008094,0.008116,0.008238,0.00811,0.000256,-30.939421,976.138489,0.000714,0.000664,-0.0,2.12949,0.976562,2.929688,1.953125,12.695313,0.133715,0.133839,stop
-0.012834,-0.012775,-0.012741,0.0,-0.012718,0.000403,30.656979,963.902039,0.000983,0.001001,-0.0,2.12949,0.976562,2.929688,12.695313,4.882812,0.205871,0.206026,0.0,0.00771,0.007725,0.00806,0.007734,0.000249,-29.036968,898.654602,0.000668,0.00063,-0.0,2.12949,0.976562,2.929688,1.953125,5.859375,0.129712,0.129947,stop
-0.01335,-0.013226,-0.013122,0.0,-0.013127,0.000427,28.366953,868.415466,0.000959,0.001031,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.211044,0.21118,0.0,0.007333,0.007449,0.007754,0.007403,0.000255,-23.998783,696.110596,0.000583,0.000591,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.125073,0.125297,stop
-0.013263,-0.01315,-0.013081,0.0,-0.013045,0.000422,28.799002,886.843933,0.001014,0.001015,-0.0,1.962227,0.976562,1.953125,5.859375,13.671875,0.212446,0.212523,0.0,0.00733,0.007386,0.00758,0.007393,0.000249,-25.649567,760.647949,0.000566,0.000602,-0.0,1.962227,0.976562,12.695313,2.929688,13.671875,0.12361,0.123678,stop
-0.013113,-0.012979,-0.01288,0.0,-0.012871,0.000417,28.807823,887.526733,0.001042,0.001013,-0.0,2.12949,0.976562,1.953125,12.695313,3.90625,0.210156,0.210521,0.0,0.007487,0.007586,0.007705,0.007561,0.000252,-26.488285,792.700623,0.000585,0.000616,-0.0,2.12949,0.976562,1.953125,3.90625,12.695313,0.125197,0.125085,stop
-0.012947,-0.012842,-0.012728,0.0,-0.012703,0.000417,27.642666,839.774902,0.000955,0.00099,-0.0,2.12949,0.976562,1.953125,2.929688,12.695313,0.207131,0.207424,0.0,0.007609,0.007702,0.00795,0.007708,0.000268,-23.1572,663.405334,0.000685,0.000645,-0.0,2.12949,0.976562,1.953125,4.882812,12.695313,0.128251,0.128253,stop
-0.012751,-0.012582,-0.012469,0.0,-0.012451,0.000415,26.391571,789.504761,0.000994,0.001001,-0.0,2.12949,0.976562,12.695313,2.929688,13.671875,0.202122,0.202474,0.0,0.007845,0.007928,0.008187,0.007931,0.000277,-22.82814,650.834961,0.000565,0.000663,-0.0,2.12949,0.976562,12.695313,1.953125,2.929688,0.132296,0.132445,stop
